province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active
Yamanashi,Japan,2020-09-24,35.612364,138.61148899999998,POINT(138.611489 35.612364),180,6,171,3
,"Korea, South",2020-09-24,35.907757000000011,127.766922,POINT(127.766922 35.907757),23455,395,20978,2082
,Mongolia,2020-09-24,46.8625,103.8467,POINT(103.8467 46.8625),313,0,303,10
Anhui,China,2020-09-25,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Beijing,China,2020-09-25,40.1824,116.4142,POINT(116.4142 40.1824),936,9,926,1
Chongqing,China,2020-09-25,30.0572,107.874,POINT(107.874 30.0572),584,6,578,0
Fujian,China,2020-09-25,26.0789,117.9874,POINT(117.9874 26.0789),397,1,385,11
Gansu,China,2020-09-25,35.7518,104.2861,POINT(104.2861 35.7518),170,2,168,0
Guangdong,China,2020-09-25,23.3417,113.4244,POINT(113.4244 23.3417),1812,8,1785,19
Guangxi,China,2020-09-25,23.8298,108.7881,POINT(108.7881 23.8298),259,2,254,3
Guizhou,China,2020-09-25,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Hainan,China,2020-09-25,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0
Hebei,China,2020-09-25,37.8957,114.9042,POINT(114.9042 37.8957),365,6,357,2
Heilongjiang,China,2020-09-25,47.862,127.7615,POINT(127.7615 47.862),948,13,935,0
Henan,China,2020-09-25,33.882,113.614,POINT(113.614 33.882),1280,22,1254,4
Hong Kong,China,2020-09-25,22.3,114.2,POINT(114.2 22.3),5058,105,4765,188
Hubei,China,2020-09-25,30.9756,112.2707,POINT(112.2707 30.9756),68139,4512,63627,0
Hunan,China,2020-09-25,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0
Inner Mongolia,China,2020-09-25,44.0935,113.9448,POINT(113.9448 44.0935),263,1,259,3
Jiangsu,China,2020-09-25,32.9711,119.455,POINT(119.455 32.9711),666,0,664,2
Jiangxi,China,2020-09-25,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0
Jilin,China,2020-09-25,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0
Liaoning,China,2020-09-25,41.2956,122.6085,POINT(122.6085 41.2956),267,2,263,2
Macau,China,2020-09-25,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0
Ningxia,China,2020-09-25,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-09-25,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-09-25,35.1917,108.8701,POINT(108.8701 35.1917),403,3,374,26
Shandong,China,2020-09-25,36.3427,118.1498,POINT(118.1498 36.3427),832,7,821,4
Shanghai,China,2020-09-25,31.202,121.4491,POINT(121.4491 31.202),981,7,932,42
Shanxi,China,2020-09-25,37.5777,112.2922,POINT(112.2922 37.5777),203,0,203,0
Sichuan,China,2020-09-25,30.6171,102.7103,POINT(102.7103 30.6171),685,3,657,25
Tianjin,China,2020-09-25,39.3054,117.323,POINT(117.323 39.3054),240,3,230,7
Tibet,China,2020-09-25,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-09-25,41.1129,85.2401,POINT(85.2401 41.1129),902,3,899,0
Yunnan,China,2020-09-25,24.974,101.487,POINT(101.487 24.974),209,2,196,11
Zhejiang,China,2020-09-25,29.1832,120.0934,POINT(120.0934 29.1832),1282,1,1272,9
Aichi,Japan,2020-09-25,35.035551,137.211621,POINT(137.211621 35.035551),5224,83,4682,459
Akita,Japan,2020-09-25,39.748679,140.408228,POINT(140.408228 39.748679),53,0,51,2
Aomori,Japan,2020-09-25,40.781541,140.828896,POINT(140.828896 40.781541),35,1,34,0
Chiba,Japan,2020-09-25,35.510141,140.198917,POINT(140.198917 35.510141),3747,70,3336,341
Ehime,Japan,2020-09-25,33.624835,132.856842,POINT(132.856842 33.624835),114,6,108,0
Fukui,Japan,2020-09-25,35.846614,136.22465400000002,POINT(136.224654 35.846614),244,10,228,6
Fukuoka,Japan,2020-09-25,33.526032,130.666949,POINT(130.666949 33.526032),5021,95,4755,171
Fukushima,Japan,2020-09-25,37.378867,140.223295,POINT(140.223295 37.378867),242,2,189,51
Gifu,Japan,2020-09-25,35.778671,137.055925,POINT(137.055925 35.778671),611,10,581,20
Gunma,Japan,2020-09-25,36.504479,138.985605,POINT(138.985605 36.504479),696,19,541,136
Hiroshima,Japan,2020-09-25,34.605309000000005,132.788719,POINT(132.788719 34.605309),502,3,466,33
Hokkaido,Japan,2020-09-25,43.385711,142.552318,POINT(142.552318 43.385711),2021,107,1784,130
Hyogo,Japan,2020-09-25,35.039913,134.828057,POINT(134.828057 35.039913),2638,59,2462,117
Ibaraki,Japan,2020-09-25,36.303588,140.319591,POINT(140.319591 36.303588),632,17,585,30
Ishikawa,Japan,2020-09-25,36.769464,136.771027,POINT(136.771027 36.769464),771,46,660,65
Iwate,Japan,2020-09-25,39.593287,141.361777,POINT(141.361777 39.593287),23,0,23,0
Kagawa,Japan,2020-09-25,34.217292,133.969047,POINT(133.969047 34.217292),94,2,83,9
Kagoshima,Japan,2020-09-25,31.009484000000004,130.430665,POINT(130.430665 31.009484),400,12,373,15
Kanagawa,Japan,2020-09-25,35.415312,139.338983,POINT(139.338983 35.415312),6593,137,5913,543
Kochi,Japan,2020-09-25,33.422519,133.367307,POINT(133.367307 33.422519),137,4,133,0
Kumamoto,Japan,2020-09-25,32.608154,130.74523100000002,POINT(130.745231 32.608154),571,8,553,10
Kyoto,Japan,2020-09-25,35.253815,135.443341,POINT(135.443341 35.253815),1715,25,1610,80
Mie,Japan,2020-09-25,34.508018,136.376013,POINT(136.376013 34.508018),490,6,396,88
Miyagi,Japan,2020-09-25,38.446859,140.927086,POINT(140.927086 38.446859),385,2,306,77
Miyazaki,Japan,2020-09-25,32.193203999999994,131.299374,POINT(131.299374 32.193204),365,1,342,22
Nagano,Japan,2020-09-25,36.132134,138.045528,POINT(138.045528 36.132134),302,1,301,0
Nagasaki,Japan,2020-09-25,33.235712,129.608033,POINT(129.608033 33.235712),236,3,230,3
Nara,Japan,2020-09-25,34.317451,135.871644,POINT(135.871644 34.317451),560,9,536,15
Niigata,Japan,2020-09-25,37.521819,138.918647,POINT(138.918647 37.521819),168,0,149,19
Oita,Japan,2020-09-25,33.200697,131.43323999999998,POINT(131.43324 33.200697),158,2,152,4
Okayama,Japan,2020-09-25,34.89246,133.826252,POINT(133.826252 34.89246),150,1,147,2
Okinawa,Japan,2020-09-25,25.768923,126.668016,POINT(126.668016 25.768923),2397,45,2204,148
Osaka,Japan,2020-09-25,34.620965000000005,135.507481,POINT(135.507481 34.620965),10333,200,9452,681
Port Quarantine,Japan,2020-09-25,,,,929,1,514,414
Saga,Japan,2020-09-25,33.286977,130.115738,POINT(130.115738 33.286977),242,0,244,-2
Saitama,Japan,2020-09-25,35.997101,139.347635,POINT(139.347635 35.997101),4530,100,4147,283
Shiga,Japan,2020-09-25,35.215827000000012,136.138064,POINT(136.138064 35.215827),486,8,458,20
Shimane,Japan,2020-09-25,35.07076,132.55406399999998,POINT(132.554064 35.07076),140,0,137,3
Shizuoka,Japan,2020-09-25,34.916975,138.40778400000002,POINT(138.407784 34.916975),526,2,510,14
Tochigi,Japan,2020-09-25,36.689912,139.819213,POINT(139.819213 36.689912),426,1,333,92
Tokushima,Japan,2020-09-25,33.919178,134.242091,POINT(134.242091 33.919178),147,9,114,24
Tokyo,Japan,2020-09-25,35.711343,139.446921,POINT(139.446921 35.711343),24853,399,22121,2333
Tottori,Japan,2020-09-25,35.359069,133.863619,POINT(133.863619 35.359069),36,0,24,12
Toyama,Japan,2020-09-25,36.637464,137.26934599999998,POINT(137.269346 36.637464),411,25,380,6
Unknown,Japan,2020-09-25,,,,8,0,8,0
Wakayama,Japan,2020-09-25,33.911879,135.505446,POINT(135.505446 33.911879),238,4,228,6
Yamagata,Japan,2020-09-25,38.448396,140.102154,POINT(140.102154 38.448396),78,1,76,1
Yamaguchi,Japan,2020-09-25,34.201190000000004,131.573293,POINT(131.573293 34.20119),195,2,186,7
Yamanashi,Japan,2020-09-25,35.612364,138.61148899999998,POINT(138.611489 35.612364),181,6,171,4
,"Korea, South",2020-09-25,35.907757000000011,127.766922,POINT(127.766922 35.907757),23516,399,21166,1951
,Mongolia,2020-09-25,46.8625,103.8467,POINT(103.8467 46.8625),313,0,303,10
Anhui,China,2020-09-26,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Beijing,China,2020-09-26,40.1824,116.4142,POINT(116.4142 40.1824),936,9,926,1
Chongqing,China,2020-09-26,30.0572,107.874,POINT(107.874 30.0572),584,6,578,0
Fujian,China,2020-09-26,26.0789,117.9874,POINT(117.9874 26.0789),401,1,385,15
Gansu,China,2020-09-26,35.7518,104.2861,POINT(104.2861 35.7518),170,2,168,0
Guangdong,China,2020-09-26,23.3417,113.4244,POINT(113.4244 23.3417),1814,8,1785,21
Guangxi,China,2020-09-26,23.8298,108.7881,POINT(108.7881 23.8298),259,2,254,3
Guizhou,China,2020-09-26,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Hainan,China,2020-09-26,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0
Hebei,China,2020-09-26,37.8957,114.9042,POINT(114.9042 37.8957),365,6,357,2
Heilongjiang,China,2020-09-26,47.862,127.7615,POINT(127.7615 47.862),948,13,935,0
Henan,China,2020-09-26,33.882,113.614,POINT(113.614 33.882),1280,22,1254,4
Hong Kong,China,2020-09-26,22.3,114.2,POINT(114.2 22.3),5059,105,4777,177
Hubei,China,2020-09-26,30.9756,112.2707,POINT(112.2707 30.9756),68139,4512,63627,0
Hunan,China,2020-09-26,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0
Inner Mongolia,China,2020-09-26,44.0935,113.9448,POINT(113.9448 44.0935),263,1,259,3
Jiangsu,China,2020-09-26,32.9711,119.455,POINT(119.455 32.9711),666,0,664,2
Jiangxi,China,2020-09-26,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0
Jilin,China,2020-09-26,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0
Liaoning,China,2020-09-26,41.2956,122.6085,POINT(122.6085 41.2956),271,2,263,6
Macau,China,2020-09-26,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0
Ningxia,China,2020-09-26,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-09-26,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-09-26,35.1917,108.8701,POINT(108.8701 35.1917),403,3,374,26
Shandong,China,2020-09-26,36.3427,118.1498,POINT(118.1498 36.3427),832,7,821,4
Shanghai,China,2020-09-26,31.202,121.4491,POINT(121.4491 31.202),982,7,934,41
Shanxi,China,2020-09-26,37.5777,112.2922,POINT(112.2922 37.5777),203,0,203,0
Sichuan,China,2020-09-26,30.6171,102.7103,POINT(102.7103 30.6171),688,3,657,28
Tianjin,China,2020-09-26,39.3054,117.323,POINT(117.323 39.3054),240,3,233,4
Tibet,China,2020-09-26,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-09-26,41.1129,85.2401,POINT(85.2401 41.1129),902,3,899,0
Yunnan,China,2020-09-26,24.974,101.487,POINT(101.487 24.974),209,2,196,11
Zhejiang,China,2020-09-26,29.1832,120.0934,POINT(120.0934 29.1832),1282,1,1272,9
Aichi,Japan,2020-09-26,35.035551,137.211621,POINT(137.211621 35.035551),5248,83,4727,438
Akita,Japan,2020-09-26,39.748679,140.408228,POINT(140.408228 39.748679),53,0,51,2
Aomori,Japan,2020-09-26,40.781541,140.828896,POINT(140.828896 40.781541),35,1,34,0
Chiba,Japan,2020-09-26,35.510141,140.198917,POINT(140.198917 35.510141),3785,70,3372,343
Ehime,Japan,2020-09-26,33.624835,132.856842,POINT(132.856842 33.624835),114,6,108,0
Fukui,Japan,2020-09-26,35.846614,136.22465400000002,POINT(136.224654 35.846614),244,10,228,6
Fukuoka,Japan,2020-09-26,33.526032,130.666949,POINT(130.666949 33.526032),5027,95,4786,146
Fukushima,Japan,2020-09-26,37.378867,140.223295,POINT(140.223295 37.378867),248,2,195,51
Gifu,Japan,2020-09-26,35.778671,137.055925,POINT(137.055925 35.778671),616,10,582,24
Gunma,Japan,2020-09-26,36.504479,138.985605,POINT(138.985605 36.504479),698,19,566,113
Hiroshima,Japan,2020-09-26,34.605309000000005,132.788719,POINT(132.788719 34.605309),513,3,467,43
Hokkaido,Japan,2020-09-26,43.385711,142.552318,POINT(142.552318 43.385711),2028,107,1803,118
Hyogo,Japan,2020-09-26,35.039913,134.828057,POINT(134.828057 35.039913),2660,59,2475,126
Ibaraki,Japan,2020-09-26,36.303588,140.319591,POINT(140.319591 36.303588),637,17,590,30
Ishikawa,Japan,2020-09-26,36.769464,136.771027,POINT(136.771027 36.769464),773,46,666,61
Iwate,Japan,2020-09-26,39.593287,141.361777,POINT(141.361777 39.593287),23,0,23,0
Kagawa,Japan,2020-09-26,34.217292,133.969047,POINT(133.969047 34.217292),94,2,85,7
Kagoshima,Japan,2020-09-26,31.009484000000004,130.430665,POINT(130.430665 31.009484),405,12,376,17
Kanagawa,Japan,2020-09-26,35.415312,139.338983,POINT(139.338983 35.415312),6684,137,5920,627
Kochi,Japan,2020-09-26,33.422519,133.367307,POINT(133.367307 33.422519),137,4,133,0
Kumamoto,Japan,2020-09-26,32.608154,130.74523100000002,POINT(130.745231 32.608154),571,8,555,8
Kyoto,Japan,2020-09-26,35.253815,135.443341,POINT(135.443341 35.253815),1726,25,1618,83
Mie,Japan,2020-09-26,34.508018,136.376013,POINT(136.376013 34.508018),495,6,397,92
Miyagi,Japan,2020-09-26,38.446859,140.927086,POINT(140.927086 38.446859),389,2,318,69
Miyazaki,Japan,2020-09-26,32.193203999999994,131.299374,POINT(131.299374 32.193204),365,1,342,22
Nagano,Japan,2020-09-26,36.132134,138.045528,POINT(138.045528 36.132134),302,1,301,0
Nagasaki,Japan,2020-09-26,33.235712,129.608033,POINT(129.608033 33.235712),236,3,230,3
Nara,Japan,2020-09-26,34.317451,135.871644,POINT(135.871644 34.317451),562,9,538,15
